USERID,VALUE,TRGPROGID,TRGPROG,TRGPROG_NAME
User_17,43.60,CCS10_DEVELOPINGPEOPLE,CCS10,DEVELOPINGPEOPLE
User_17,43.60,CCS13_DIGITALFLUENCY,CCS13,DIGITALFLUENCY
User_17,43.60,CCS15_LEARNINGAGILITY,CCS15,LEARNINGAGILITY
User_39,43.70,TSC01_DATACOLLECTIONANDANALYSIS,TSC01,DATACOLLECTIONANDANALYSIS
User_39,43.70,CCS01_CREATIVETHINKING,CCS01,CREATIVETHINKING
User_39,43.70,CCS14_GLOBALPERSPECTIVE,CCS14,GLOBALPERSPECTIVE
User_44,44.00,TSC05_STAKEHOLDERRELATIONSHIPMANAGEMENT,TSC05,STAKEHOLDERRELATIONSHIPMANAGEMENT
User_80,44.00,TSC05_STAKEHOLDERRELATIONSHIPMANAGEMENT,TSC05,STAKEHOLDERRELATIONSHIPMANAGEMENT
User_88,44.00,TSC05_STAKEHOLDERRELATIONSHIPMANAGEMENT,TSC05,STAKEHOLDERRELATIONSHIPMANAGEMENT
User_94,44.00,TSC05_STAKEHOLDERRELATIONSHIPMANAGEMENT,TSC05,STAKEHOLDERRELATIONSHIPMANAGEMENT
User_76,44.00,TSC05_STAKEHOLDERRELATIONSHIPMANAGEMENT,TSC05,STAKEHOLDERRELATIONSHIPMANAGEMENT
User_13,44.00,TSC05_STAKEHOLDERRELATIONSHIPMANAGEMENT,TSC05,STAKEHOLDERRELATIONSHIPMANAGEMENT
User_44,44.00,TSC08_PROGRAMMEEVALUATION,TSC08,PROGRAMMEEVALUATION
User_80,44.00,TSC08_PROGRAMMEEVALUATION,TSC08,PROGRAMMEEVALUATION
User_88,44.00,TSC08_PROGRAMMEEVALUATION,TSC08,PROGRAMMEEVALUATION
User_94,44.00,TSC08_PROGRAMMEEVALUATION,TSC08,PROGRAMMEEVALUATION
User_76,44.00,TSC08_PROGRAMMEEVALUATION,TSC08,PROGRAMMEEVALUATION
User_13,44.00,TSC08_PROGRAMMEEVALUATION,TSC08,PROGRAMMEEVALUATION
User_44,44.00,CCS05_TRANSDISCIPLINARYTHINKING,CCS05,TRANSDISCIPLINARYTHINKING
User_80,44.00,CCS05_TRANSDISCIPLINARYTHINKING,CCS05,TRANSDISCIPLINARYTHINKING
User_88,44.00,CCS05_TRANSDISCIPLINARYTHINKING,CCS05,TRANSDISCIPLINARYTHINKING
User_94,44.00,CCS05_TRANSDISCIPLINARYTHINKING,CCS05,TRANSDISCIPLINARYTHINKING
User_76,44.00,CCS05_TRANSDISCIPLINARYTHINKING,CCS05,TRANSDISCIPLINARYTHINKING
User_13,44.00,CCS05_TRANSDISCIPLINARYTHINKING,CCS05,TRANSDISCIPLINARYTHINKING
User_44,44.00,CCS08_COMMUNICATION,CCS08,COMMUNICATION
User_80,44.00,CCS08_COMMUNICATION,CCS08,COMMUNICATION
User_88,44.00,CCS08_COMMUNICATION,CCS08,COMMUNICATION
User_94,44.00,CCS08_COMMUNICATION,CCS08,COMMUNICATION
User_76,44.00,CCS08_COMMUNICATION,CCS08,COMMUNICATION
User_13,44.00,CCS08_COMMUNICATION,CCS08,COMMUNICATION
User_51,45.00,TSC05_STAKEHOLDERRELATIONSHIPMANAGEMENT,TSC05,STAKEHOLDERRELATIONSHIPMANAGEMENT
User_104,45.00,TSC05_STAKEHOLDERRELATIONSHIPMANAGEMENT,TSC05,STAKEHOLDERRELATIONSHIPMANAGEMENT
User_61,45.00,TSC05_STAKEHOLDERRELATIONSHIPMANAGEMENT,TSC05,STAKEHOLDERRELATIONSHIPMANAGEMENT
User_11,45.00,TSC05_STAKEHOLDERRELATIONSHIPMANAGEMENT,TSC05,STAKEHOLDERRELATIONSHIPMANAGEMENT
User_140,45.00,TSC05_STAKEHOLDERRELATIONSHIPMANAGEMENT,TSC05,STAKEHOLDERRELATIONSHIPMANAGEMENT
User_60,45.00,TSC05_STAKEHOLDERRELATIONSHIPMANAGEMENT,TSC05,STAKEHOLDERRELATIONSHIPMANAGEMENT
User_70,45.00,TSC05_STAKEHOLDERRELATIONSHIPMANAGEMENT,TSC05,STAKEHOLDERRELATIONSHIPMANAGEMENT
User_51,45.00,TSC08_PROGRAMMEEVALUATION,TSC08,PROGRAMMEEVALUATION
User_104,45.00,TSC08_PROGRAMMEEVALUATION,TSC08,PROGRAMMEEVALUATION
User_61,45.00,TSC08_PROGRAMMEEVALUATION,TSC08,PROGRAMMEEVALUATION
User_11,45.00,TSC08_PROGRAMMEEVALUATION,TSC08,PROGRAMMEEVALUATION
User_140,45.00,TSC08_PROGRAMMEEVALUATION,TSC08,PROGRAMMEEVALUATION
User_60,45.00,TSC08_PROGRAMMEEVALUATION,TSC08,PROGRAMMEEVALUATION
User_70,45.00,TSC08_PROGRAMMEEVALUATION,TSC08,PROGRAMMEEVALUATION
User_92,45.00,TSC09_TECHNICALWRITINGANDCOMMUNICATION,TSC09,TECHNICALWRITINGANDCOMMUNICATION
User_60,45.00,TSC09_TECHNICALWRITINGANDCOMMUNICATION,TSC09,TECHNICALWRITINGANDCOMMUNICATION
User_51,45.00,CCS05_TRANSDISCIPLINARYTHINKING,CCS05,TRANSDISCIPLINARYTHINKING
User_104,45.00,CCS05_TRANSDISCIPLINARYTHINKING,CCS05,TRANSDISCIPLINARYTHINKING
User_61,45.00,CCS05_TRANSDISCIPLINARYTHINKING,CCS05,TRANSDISCIPLINARYTHINKING
User_11,45.00,CCS05_TRANSDISCIPLINARYTHINKING,CCS05,TRANSDISCIPLINARYTHINKING
User_140,45.00,CCS05_TRANSDISCIPLINARYTHINKING,CCS05,TRANSDISCIPLINARYTHINKING
User_60,45.00,CCS05_TRANSDISCIPLINARYTHINKING,CCS05,TRANSDISCIPLINARYTHINKING
User_70,45.00,CCS05_TRANSDISCIPLINARYTHINKING,CCS05,TRANSDISCIPLINARYTHINKING
User_51,45.00,CCS08_COMMUNICATION,CCS08,COMMUNICATION
User_104,45.00,CCS08_COMMUNICATION,CCS08,COMMUNICATION
User_61,45.00,CCS08_COMMUNICATION,CCS08,COMMUNICATION
User_11,45.00,CCS08_COMMUNICATION,CCS08,COMMUNICATION
User_140,45.00,CCS08_COMMUNICATION,CCS08,COMMUNICATION
User_60,45.00,CCS08_COMMUNICATION,CCS08,COMMUNICATION
User_70,45.00,CCS08_COMMUNICATION,CCS08,COMMUNICATION
User_92,45.00,CCS09_CUSTOMERORIENTATION,CCS09,CUSTOMERORIENTATION
User_60,45.00,CCS09_CUSTOMERORIENTATION,CCS09,CUSTOMERORIENTATION
User_25,45.50,TSC01_DATACOLLECTIONANDANALYSIS,TSC01,DATACOLLECTIONANDANALYSIS
User_12,45.50,TSC01_DATACOLLECTIONANDANALYSIS,TSC01,DATACOLLECTIONANDANALYSIS
User_25,45.50,CCS01_CREATIVETHINKING,CCS01,CREATIVETHINKING
User_12,45.50,CCS01_CREATIVETHINKING,CCS01,CREATIVETHINKING
User_25,45.50,CCS14_GLOBALPERSPECTIVE,CCS14,GLOBALPERSPECTIVE
User_12,45.50,CCS14_GLOBALPERSPECTIVE,CCS14,GLOBALPERSPECTIVE
User_114,45.60,TSC01_DATACOLLECTIONANDANALYSIS,TSC01,DATACOLLECTIONANDANALYSIS
User_114,45.60,CCS01_CREATIVETHINKING,CCS01,CREATIVETHINKING
User_114,45.60,CCS14_GLOBALPERSPECTIVE,CCS14,GLOBALPERSPECTIVE
User_24,45.90,TSC02_PROJECTMANAGEMENT,TSC02,PROJECTMANAGEMENT
User_24,45.90,TSC10_QUALITATIVERESEARCHMETHODS,TSC10,QUALITATIVERESEARCHMETHODS
User_24,45.90,CCS02_DECISIONMAKING,CCS02,DECISIONMAKING
User_24,45.90,CCS10_DEVELOPINGPEOPLE,CCS10,DEVELOPINGPEOPLE
User_24,45.90,CCS13_DIGITALFLUENCY,CCS13,DIGITALFLUENCY
User_24,45.90,CCS15_LEARNINGAGILITY,CCS15,LEARNINGAGILITY
User_74,46.00,TSC05_STAKEHOLDERRELATIONSHIPMANAGEMENT,TSC05,STAKEHOLDERRELATIONSHIPMANAGEMENT
User_125,46.00,TSC05_STAKEHOLDERRELATIONSHIPMANAGEMENT,TSC05,STAKEHOLDERRELATIONSHIPMANAGEMENT
User_90,46.00,TSC05_STAKEHOLDERRELATIONSHIPMANAGEMENT,TSC05,STAKEHOLDERRELATIONSHIPMANAGEMENT
User_82,46.00,TSC05_STAKEHOLDERRELATIONSHIPMANAGEMENT,TSC05,STAKEHOLDERRELATIONSHIPMANAGEMENT
User_127,46.00,TSC05_STAKEHOLDERRELATIONSHIPMANAGEMENT,TSC05,STAKEHOLDERRELATIONSHIPMANAGEMENT
User_30,46.00,TSC05_STAKEHOLDERRELATIONSHIPMANAGEMENT,TSC05,STAKEHOLDERRELATIONSHIPMANAGEMENT
User_97,46.00,TSC05_STAKEHOLDERRELATIONSHIPMANAGEMENT,TSC05,STAKEHOLDERRELATIONSHIPMANAGEMENT
User_16,46.00,TSC05_STAKEHOLDERRELATIONSHIPMANAGEMENT,TSC05,STAKEHOLDERRELATIONSHIPMANAGEMENT
User_42,46.00,TSC05_STAKEHOLDERRELATIONSHIPMANAGEMENT,TSC05,STAKEHOLDERRELATIONSHIPMANAGEMENT
User_52,46.00,TSC05_STAKEHOLDERRELATIONSHIPMANAGEMENT,TSC05,STAKEHOLDERRELATIONSHIPMANAGEMENT
User_74,46.00,TSC08_PROGRAMMEEVALUATION,TSC08,PROGRAMMEEVALUATION
User_125,46.00,TSC08_PROGRAMMEEVALUATION,TSC08,PROGRAMMEEVALUATION
User_90,46.00,TSC08_PROGRAMMEEVALUATION,TSC08,PROGRAMMEEVALUATION
User_82,46.00,TSC08_PROGRAMMEEVALUATION,TSC08,PROGRAMMEEVALUATION
User_127,46.00,TSC08_PROGRAMMEEVALUATION,TSC08,PROGRAMMEEVALUATION
User_30,46.00,TSC08_PROGRAMMEEVALUATION,TSC08,PROGRAMMEEVALUATION
User_97,46.00,TSC08_PROGRAMMEEVALUATION,TSC08,PROGRAMMEEVALUATION
User_16,46.00,TSC08_PROGRAMMEEVALUATION,TSC08,PROGRAMMEEVALUATION
User_42,46.00,TSC08_PROGRAMMEEVALUATION,TSC08,PROGRAMMEEVALUATION
User_52,46.00,TSC08_PROGRAMMEEVALUATION,TSC08,PROGRAMMEEVALUATION
User_74,46.00,TSC09_TECHNICALWRITINGANDCOMMUNICATION,TSC09,TECHNICALWRITINGANDCOMMUNICATION
User_106,46.00,TSC09_TECHNICALWRITINGANDCOMMUNICATION,TSC09,TECHNICALWRITINGANDCOMMUNICATION
User_74,46.00,CCS05_TRANSDISCIPLINARYTHINKING,CCS05,TRANSDISCIPLINARYTHINKING
User_125,46.00,CCS05_TRANSDISCIPLINARYTHINKING,CCS05,TRANSDISCIPLINARYTHINKING
User_90,46.00,CCS05_TRANSDISCIPLINARYTHINKING,CCS05,TRANSDISCIPLINARYTHINKING
User_82,46.00,CCS05_TRANSDISCIPLINARYTHINKING,CCS05,TRANSDISCIPLINARYTHINKING
User_127,46.00,CCS05_TRANSDISCIPLINARYTHINKING,CCS05,TRANSDISCIPLINARYTHINKING
User_30,46.00,CCS05_TRANSDISCIPLINARYTHINKING,CCS05,TRANSDISCIPLINARYTHINKING
User_97,46.00,CCS05_TRANSDISCIPLINARYTHINKING,CCS05,TRANSDISCIPLINARYTHINKING
User_16,46.00,CCS05_TRANSDISCIPLINARYTHINKING,CCS05,TRANSDISCIPLINARYTHINKING
User_42,46.00,CCS05_TRANSDISCIPLINARYTHINKING,CCS05,TRANSDISCIPLINARYTHINKING
User_52,46.00,CCS05_TRANSDISCIPLINARYTHINKING,CCS05,TRANSDISCIPLINARYTHINKING
User_74,46.00,CCS08_COMMUNICATION,CCS08,COMMUNICATION
User_125,46.00,CCS08_COMMUNICATION,CCS08,COMMUNICATION
User_90,46.00,CCS08_COMMUNICATION,CCS08,COMMUNICATION
User_82,46.00,CCS08_COMMUNICATION,CCS08,COMMUNICATION
User_127,46.00,CCS08_COMMUNICATION,CCS08,COMMUNICATION
User_30,46.00,CCS08_COMMUNICATION,CCS08,COMMUNICATION
User_97,46.00,CCS08_COMMUNICATION,CCS08,COMMUNICATION
User_16,46.00,CCS08_COMMUNICATION,CCS08,COMMUNICATION
User_42,46.00,CCS08_COMMUNICATION,CCS08,COMMUNICATION
User_52,46.00,CCS08_COMMUNICATION,CCS08,COMMUNICATION
User_74,46.00,CCS09_CUSTOMERORIENTATION,CCS09,CUSTOMERORIENTATION
User_106,46.00,CCS09_CUSTOMERORIENTATION,CCS09,CUSTOMERORIENTATION
User_37,46.10,TSC02_PROJECTMANAGEMENT,TSC02,PROJECTMANAGEMENT
User_37,46.10,TSC10_QUALITATIVERESEARCHMETHODS,TSC10,QUALITATIVERESEARCHMETHODS
User_37,46.10,CCS02_DECISIONMAKING,CCS02,DECISIONMAKING
User_37,46.10,CCS10_DEVELOPINGPEOPLE,CCS10,DEVELOPINGPEOPLE
User_37,46.10,CCS13_DIGITALFLUENCY,CCS13,DIGITALFLUENCY
User_37,46.10,CCS15_LEARNINGAGILITY,CCS15,LEARNINGAGILITY
User_120,46.90,TSC01_DATACOLLECTIONANDANALYSIS,TSC01,DATACOLLECTIONANDANALYSIS
User_120,46.90,CCS01_CREATIVETHINKING,CCS01,CREATIVETHINKING
User_120,46.90,CCS14_GLOBALPERSPECTIVE,CCS14,GLOBALPERSPECTIVE
User_117,47.00,TSC05_STAKEHOLDERRELATIONSHIPMANAGEMENT,TSC05,STAKEHOLDERRELATIONSHIPMANAGEMENT
User_84,47.00,TSC05_STAKEHOLDERRELATIONSHIPMANAGEMENT,TSC05,STAKEHOLDERRELATIONSHIPMANAGEMENT
User_36,47.00,TSC05_STAKEHOLDERRELATIONSHIPMANAGEMENT,TSC05,STAKEHOLDERRELATIONSHIPMANAGEMENT
User_27,47.00,TSC05_STAKEHOLDERRELATIONSHIPMANAGEMENT,TSC05,STAKEHOLDERRELATIONSHIPMANAGEMENT
User_134,47.00,TSC05_STAKEHOLDERRELATIONSHIPMANAGEMENT,TSC05,STAKEHOLDERRELATIONSHIPMANAGEMENT
User_37,47.00,TSC05_STAKEHOLDERRELATIONSHIPMANAGEMENT,TSC05,STAKEHOLDERRELATIONSHIPMANAGEMENT
User_98,47.00,TSC05_STAKEHOLDERRELATIONSHIPMANAGEMENT,TSC05,STAKEHOLDERRELATIONSHIPMANAGEMENT
User_12,47.00,TSC05_STAKEHOLDERRELATIONSHIPMANAGEMENT,TSC05,STAKEHOLDERRELATIONSHIPMANAGEMENT
User_03,47.00,TSC05_STAKEHOLDERRELATIONSHIPMANAGEMENT,TSC05,STAKEHOLDERRELATIONSHIPMANAGEMENT
User_43,47.00,TSC05_STAKEHOLDERRELATIONSHIPMANAGEMENT,TSC05,STAKEHOLDERRELATIONSHIPMANAGEMENT
User_81,47.00,TSC05_STAKEHOLDERRELATIONSHIPMANAGEMENT,TSC05,STAKEHOLDERRELATIONSHIPMANAGEMENT
User_129,47.00,TSC05_STAKEHOLDERRELATIONSHIPMANAGEMENT,TSC05,STAKEHOLDERRELATIONSHIPMANAGEMENT
User_21,47.00,TSC05_STAKEHOLDERRELATIONSHIPMANAGEMENT,TSC05,STAKEHOLDERRELATIONSHIPMANAGEMENT
User_139,47.00,TSC05_STAKEHOLDERRELATIONSHIPMANAGEMENT,TSC05,STAKEHOLDERRELATIONSHIPMANAGEMENT
User_73,47.00,TSC05_STAKEHOLDERRELATIONSHIPMANAGEMENT,TSC05,STAKEHOLDERRELATIONSHIPMANAGEMENT
User_113,47.00,TSC05_STAKEHOLDERRELATIONSHIPMANAGEMENT,TSC05,STAKEHOLDERRELATIONSHIPMANAGEMENT
User_123,47.00,TSC05_STAKEHOLDERRELATIONSHIPMANAGEMENT,TSC05,STAKEHOLDERRELATIONSHIPMANAGEMENT
User_78,47.00,TSC05_STAKEHOLDERRELATIONSHIPMANAGEMENT,TSC05,STAKEHOLDERRELATIONSHIPMANAGEMENT
User_09,47.00,TSC05_STAKEHOLDERRELATIONSHIPMANAGEMENT,TSC05,STAKEHOLDERRELATIONSHIPMANAGEMENT
User_108,47.00,TSC05_STAKEHOLDERRELATIONSHIPMANAGEMENT,TSC05,STAKEHOLDERRELATIONSHIPMANAGEMENT
User_116,47.00,TSC05_STAKEHOLDERRELATIONSHIPMANAGEMENT,TSC05,STAKEHOLDERRELATIONSHIPMANAGEMENT
User_147,47.00,TSC05_STAKEHOLDERRELATIONSHIPMANAGEMENT,TSC05,STAKEHOLDERRELATIONSHIPMANAGEMENT
User_17,47.00,TSC05_STAKEHOLDERRELATIONSHIPMANAGEMENT,TSC05,STAKEHOLDERRELATIONSHIPMANAGEMENT
User_20,47.00,TSC05_STAKEHOLDERRELATIONSHIPMANAGEMENT,TSC05,STAKEHOLDERRELATIONSHIPMANAGEMENT
User_53,47.00,TSC05_STAKEHOLDERRELATIONSHIPMANAGEMENT,TSC05,STAKEHOLDERRELATIONSHIPMANAGEMENT
User_117,47.00,TSC08_PROGRAMMEEVALUATION,TSC08,PROGRAMMEEVALUATION
User_84,47.00,TSC08_PROGRAMMEEVALUATION,TSC08,PROGRAMMEEVALUATION
User_36,47.00,TSC08_PROGRAMMEEVALUATION,TSC08,PROGRAMMEEVALUATION
User_27,47.00,TSC08_PROGRAMMEEVALUATION,TSC08,PROGRAMMEEVALUATION
User_134,47.00,TSC08_PROGRAMMEEVALUATION,TSC08,PROGRAMMEEVALUATION
User_37,47.00,TSC08_PROGRAMMEEVALUATION,TSC08,PROGRAMMEEVALUATION
User_98,47.00,TSC08_PROGRAMMEEVALUATION,TSC08,PROGRAMMEEVALUATION
User_12,47.00,TSC08_PROGRAMMEEVALUATION,TSC08,PROGRAMMEEVALUATION
User_03,47.00,TSC08_PROGRAMMEEVALUATION,TSC08,PROGRAMMEEVALUATION
User_43,47.00,TSC08_PROGRAMMEEVALUATION,TSC08,PROGRAMMEEVALUATION
User_81,47.00,TSC08_PROGRAMMEEVALUATION,TSC08,PROGRAMMEEVALUATION
User_129,47.00,TSC08_PROGRAMMEEVALUATION,TSC08,PROGRAMMEEVALUATION
User_21,47.00,TSC08_PROGRAMMEEVALUATION,TSC08,PROGRAMMEEVALUATION
User_139,47.00,TSC08_PROGRAMMEEVALUATION,TSC08,PROGRAMMEEVALUATION
User_73,47.00,TSC08_PROGRAMMEEVALUATION,TSC08,PROGRAMMEEVALUATION
User_113,47.00,TSC08_PROGRAMMEEVALUATION,TSC08,PROGRAMMEEVALUATION
User_123,47.00,TSC08_PROGRAMMEEVALUATION,TSC08,PROGRAMMEEVALUATION
User_78,47.00,TSC08_PROGRAMMEEVALUATION,TSC08,PROGRAMMEEVALUATION
User_09,47.00,TSC08_PROGRAMMEEVALUATION,TSC08,PROGRAMMEEVALUATION
User_108,47.00,TSC08_PROGRAMMEEVALUATION,TSC08,PROGRAMMEEVALUATION
User_116,47.00,TSC08_PROGRAMMEEVALUATION,TSC08,PROGRAMMEEVALUATION
User_147,47.00,TSC08_PROGRAMMEEVALUATION,TSC08,PROGRAMMEEVALUATION
User_17,47.00,TSC08_PROGRAMMEEVALUATION,TSC08,PROGRAMMEEVALUATION
User_20,47.00,TSC08_PROGRAMMEEVALUATION,TSC08,PROGRAMMEEVALUATION
User_53,47.00,TSC08_PROGRAMMEEVALUATION,TSC08,PROGRAMMEEVALUATION
User_57,47.00,TSC09_TECHNICALWRITINGANDCOMMUNICATION,TSC09,TECHNICALWRITINGANDCOMMUNICATION
User_101,47.00,TSC09_TECHNICALWRITINGANDCOMMUNICATION,TSC09,TECHNICALWRITINGANDCOMMUNICATION
User_88,47.00,TSC09_TECHNICALWRITINGANDCOMMUNICATION,TSC09,TECHNICALWRITINGANDCOMMUNICATION
User_89,47.00,TSC09_TECHNICALWRITINGANDCOMMUNICATION,TSC09,TECHNICALWRITINGANDCOMMUNICATION
User_69,47.00,TSC09_TECHNICALWRITINGANDCOMMUNICATION,TSC09,TECHNICALWRITINGANDCOMMUNICATION
User_67,47.00,TSC09_TECHNICALWRITINGANDCOMMUNICATION,TSC09,TECHNICALWRITINGANDCOMMUNICATION
User_99,47.00,TSC09_TECHNICALWRITINGANDCOMMUNICATION,TSC09,TECHNICALWRITINGANDCOMMUNICATION
User_78,47.00,TSC09_TECHNICALWRITINGANDCOMMUNICATION,TSC09,TECHNICALWRITINGANDCOMMUNICATION
User_97,47.00,TSC09_TECHNICALWRITINGANDCOMMUNICATION,TSC09,TECHNICALWRITINGANDCOMMUNICATION
User_102,47.00,TSC09_TECHNICALWRITINGANDCOMMUNICATION,TSC09,TECHNICALWRITINGANDCOMMUNICATION
User_110,47.00,TSC09_TECHNICALWRITINGANDCOMMUNICATION,TSC09,TECHNICALWRITINGANDCOMMUNICATION
User_56,47.00,TSC09_TECHNICALWRITINGANDCOMMUNICATION,TSC09,TECHNICALWRITINGANDCOMMUNICATION
User_65,47.00,TSC09_TECHNICALWRITINGANDCOMMUNICATION,TSC09,TECHNICALWRITINGANDCOMMUNICATION
User_70,47.00,TSC09_TECHNICALWRITINGANDCOMMUNICATION,TSC09,TECHNICALWRITINGANDCOMMUNICATION
User_117,47.00,CCS05_TRANSDISCIPLINARYTHINKING,CCS05,TRANSDISCIPLINARYTHINKING
User_84,47.00,CCS05_TRANSDISCIPLINARYTHINKING,CCS05,TRANSDISCIPLINARYTHINKING
User_36,47.00,CCS05_TRANSDISCIPLINARYTHINKING,CCS05,TRANSDISCIPLINARYTHINKING
User_27,47.00,CCS05_TRANSDISCIPLINARYTHINKING,CCS05,TRANSDISCIPLINARYTHINKING
User_134,47.00,CCS05_TRANSDISCIPLINARYTHINKING,CCS05,TRANSDISCIPLINARYTHINKING
User_37,47.00,CCS05_TRANSDISCIPLINARYTHINKING,CCS05,TRANSDISCIPLINARYTHINKING
User_98,47.00,CCS05_TRANSDISCIPLINARYTHINKING,CCS05,TRANSDISCIPLINARYTHINKING
User_12,47.00,CCS05_TRANSDISCIPLINARYTHINKING,CCS05,TRANSDISCIPLINARYTHINKING
User_03,47.00,CCS05_TRANSDISCIPLINARYTHINKING,CCS05,TRANSDISCIPLINARYTHINKING
User_43,47.00,CCS05_TRANSDISCIPLINARYTHINKING,CCS05,TRANSDISCIPLINARYTHINKING
User_81,47.00,CCS05_TRANSDISCIPLINARYTHINKING,CCS05,TRANSDISCIPLINARYTHINKING
User_129,47.00,CCS05_TRANSDISCIPLINARYTHINKING,CCS05,TRANSDISCIPLINARYTHINKING
User_21,47.00,CCS05_TRANSDISCIPLINARYTHINKING,CCS05,TRANSDISCIPLINARYTHINKING
User_139,47.00,CCS05_TRANSDISCIPLINARYTHINKING,CCS05,TRANSDISCIPLINARYTHINKING
User_73,47.00,CCS05_TRANSDISCIPLINARYTHINKING,CCS05,TRANSDISCIPLINARYTHINKING
User_113,47.00,CCS05_TRANSDISCIPLINARYTHINKING,CCS05,TRANSDISCIPLINARYTHINKING
User_123,47.00,CCS05_TRANSDISCIPLINARYTHINKING,CCS05,TRANSDISCIPLINARYTHINKING
User_78,47.00,CCS05_TRANSDISCIPLINARYTHINKING,CCS05,TRANSDISCIPLINARYTHINKING
User_09,47.00,CCS05_TRANSDISCIPLINARYTHINKING,CCS05,TRANSDISCIPLINARYTHINKING
User_108,47.00,CCS05_TRANSDISCIPLINARYTHINKING,CCS05,TRANSDISCIPLINARYTHINKING
User_116,47.00,CCS05_TRANSDISCIPLINARYTHINKING,CCS05,TRANSDISCIPLINARYTHINKING
User_147,47.00,CCS05_TRANSDISCIPLINARYTHINKING,CCS05,TRANSDISCIPLINARYTHINKING
User_17,47.00,CCS05_TRANSDISCIPLINARYTHINKING,CCS05,TRANSDISCIPLINARYTHINKING
User_20,47.00,CCS05_TRANSDISCIPLINARYTHINKING,CCS05,TRANSDISCIPLINARYTHINKING
User_53,47.00,CCS05_TRANSDISCIPLINARYTHINKING,CCS05,TRANSDISCIPLINARYTHINKING
User_117,47.00,CCS08_COMMUNICATION,CCS08,COMMUNICATION
User_84,47.00,CCS08_COMMUNICATION,CCS08,COMMUNICATION
User_36,47.00,CCS08_COMMUNICATION,CCS08,COMMUNICATION
User_27,47.00,CCS08_COMMUNICATION,CCS08,COMMUNICATION
User_134,47.00,CCS08_COMMUNICATION,CCS08,COMMUNICATION
User_37,47.00,CCS08_COMMUNICATION,CCS08,COMMUNICATION
User_98,47.00,CCS08_COMMUNICATION,CCS08,COMMUNICATION
User_12,47.00,CCS08_COMMUNICATION,CCS08,COMMUNICATION
User_03,47.00,CCS08_COMMUNICATION,CCS08,COMMUNICATION
User_43,47.00,CCS08_COMMUNICATION,CCS08,COMMUNICATION
User_81,47.00,CCS08_COMMUNICATION,CCS08,COMMUNICATION
User_129,47.00,CCS08_COMMUNICATION,CCS08,COMMUNICATION
User_21,47.00,CCS08_COMMUNICATION,CCS08,COMMUNICATION
User_139,47.00,CCS08_COMMUNICATION,CCS08,COMMUNICATION
User_73,47.00,CCS08_COMMUNICATION,CCS08,COMMUNICATION
User_113,47.00,CCS08_COMMUNICATION,CCS08,COMMUNICATION
User_123,47.00,CCS08_COMMUNICATION,CCS08,COMMUNICATION
User_78,47.00,CCS08_COMMUNICATION,CCS08,COMMUNICATION
User_09,47.00,CCS08_COMMUNICATION,CCS08,COMMUNICATION
User_108,47.00,CCS08_COMMUNICATION,CCS08,COMMUNICATION
User_116,47.00,CCS08_COMMUNICATION,CCS08,COMMUNICATION
User_147,47.00,CCS08_COMMUNICATION,CCS08,COMMUNICATION
User_17,47.00,CCS08_COMMUNICATION,CCS08,COMMUNICATION
User_20,47.00,CCS08_COMMUNICATION,CCS08,COMMUNICATION
User_53,47.00,CCS08_COMMUNICATION,CCS08,COMMUNICATION
User_57,47.00,CCS09_CUSTOMERORIENTATION,CCS09,CUSTOMERORIENTATION
User_101,47.00,CCS09_CUSTOMERORIENTATION,CCS09,CUSTOMERORIENTATION
User_88,47.00,CCS09_CUSTOMERORIENTATION,CCS09,CUSTOMERORIENTATION
User_89,47.00,CCS09_CUSTOMERORIENTATION,CCS09,CUSTOMERORIENTATION
User_69,47.00,CCS09_CUSTOMERORIENTATION,CCS09,CUSTOMERORIENTATION
User_67,47.00,CCS09_CUSTOMERORIENTATION,CCS09,CUSTOMERORIENTATION
User_99,47.00,CCS09_CUSTOMERORIENTATION,CCS09,CUSTOMERORIENTATION
User_78,47.00,CCS09_CUSTOMERORIENTATION,CCS09,CUSTOMERORIENTATION
User_97,47.00,CCS09_CUSTOMERORIENTATION,CCS09,CUSTOMERORIENTATION
User_102,47.00,CCS09_CUSTOMERORIENTATION,CCS09,CUSTOMERORIENTATION
User_110,47.00,CCS09_CUSTOMERORIENTATION,CCS09,CUSTOMERORIENTATION
User_56,47.00,CCS09_CUSTOMERORIENTATION,CCS09,CUSTOMERORIENTATION
User_65,47.00,CCS09_CUSTOMERORIENTATION,CCS09,CUSTOMERORIENTATION
User_70,47.00,CCS09_CUSTOMERORIENTATION,CCS09,CUSTOMERORIENTATION
User_57,48.00,TSC05_STAKEHOLDERRELATIONSHIPMANAGEMENT,TSC05,STAKEHOLDERRELATIONSHIPMANAGEMENT
User_55,48.00,TSC05_STAKEHOLDERRELATIONSHIPMANAGEMENT,TSC05,STAKEHOLDERRELATIONSHIPMANAGEMENT
User_35,48.00,TSC05_STAKEHOLDERRELATIONSHIPMANAGEMENT,TSC05,STAKEHOLDERRELATIONSHIPMANAGEMENT
User_72,48.00,TSC05_STAKEHOLDERRELATIONSHIPMANAGEMENT,TSC05,STAKEHOLDERRELATIONSHIPMANAGEMENT
User_136,48.00,TSC05_STAKEHOLDERRELATIONSHIPMANAGEMENT,TSC05,STAKEHOLDERRELATIONSHIPMANAGEMENT
